Edad,Ingreso Anual (€),Porcentaje Ahorro (%),Ahorro Actual (€),Gasto Mensual (€),Vida Esperada (años),Edad de Jubilación,Años Hasta Jubilación
25,20838.31,6.96,7250.44,1615.69,79.57,64,39
47,20599.2,23.81,132443.91,1307.82,90.0,62,15
21,29462.6,12.22,3599.33,2155.27,85.23,66,45
64,15000.0,27.73,183034.29,903.34,85.39,64,0
50,18951.84,7.23,41110.1,1465.13,83.45,65,15
43,18335.87,27.21,114770.14,1112.16,84.57,66,23
35,44661.0,5.07,33934.76,3533.22,75.0,66,31
56,16784.66,18.05,109063.36,1146.26,82.77,62,6
39,18762.78,13.39,47731.17,1354.22,85.98,63,24
50,32211.53,15.68,151555.35,2263.31,89.9,63,13
36,28444.21,15.84,72110.01,1994.78,90.0,62,26
38,15336.31,21.34,58910.05,1005.29,87.52,65,27
46,27288.02,5.58,39571.21,2147.17,83.06,63,17
37,15234.39,22.28,57712.41,986.63,82.35,63,26
31,32912.79,5.55,20111.19,2590.37,78.51,65,34
49,20330.72,9.63,56788.47,1531.04,84.73,65,16
29,15000.0,20.17,27227.53,997.89,90.0,66,37
37,15000.0,7.16,18260.39,1160.49,80.15,61,24
47,18251.29,29.77,146714.79,1068.12,82.93,65,18
57,15000.0,24.61,136583.29,942.38,78.46,63,6
42,19539.43,22.64,97329.08,1259.62,87.19,67,25
28,21490.73,11.69,20101.62,1581.5,88.24,63,35
23,15000.0,6.21,2796.36,1172.32,78.54,64,41
58,15291.67,29.47,171242.53,898.77,84.92,67,9
55,20646.81,8.7,62842.13,1570.94,75.0,63,8
52,23156.33,25.76,190913.24,1432.52,80.64,66,14
28,32830.53,9.94,26101.41,2463.99,88.42,63,35
64,35784.59,14.35,225981.43,2554.05,79.66,62,0
47,19548.89,22.34,117913.65,1265.14,75.5,61,14
52,20456.62,28.63,187442.38,1216.59,85.45,67,15
56,17320.76,5.49,34261.17,1364.09,81.45,63,7
54,30573.12,11.52,119740.51,2254.28,82.98,63,9
45,18173.94,24.12,109607.68,1149.14,83.69,67,22
51,15000.0,9.33,43407.03,1133.31,86.55,65,14
62,15000.0,7.79,49054.18,1152.67,87.41,64,2
33,15000.0,6.15,12001.5,1173.07,83.94,64,31
35,19284.66,17.56,50802.29,1324.82,87.89,61,26
33,35946.21,24.19,113055.65,2270.8,81.91,66,33
53,22533.46,29.04,215967.69,1332.42,83.6,66,13
51,23324.09,11.69,84503.54,1716.51,82.17,62,11
45,22063.65,8.03,44316.55,1690.92,76.14,64,19
60,41768.95,15.06,251680.17,2956.41,89.45,67,7
43,28393.96,6.39,41704.53,2215.06,82.3,63,20
58,21865.03,13.28,110372.87,1580.04,90.0,65,7
23,16328.49,21.08,10324.67,1073.91,84.33,64,41
36,15000.0,9.2,22089.96,1134.95,84.13,66,30
22,50323.46,20.8,20931.46,3321.48,86.75,61,39
43,32919.12,29.3,221832.33,1939.52,83.49,66,23
54,19996.27,26.6,180880.23,1223.02,78.93,62,8
50,54012.92,13.92,225572.08,3874.49,81.33,61,11
30,21942.62,15.54,34093.15,1544.44,87.88,65,35
21,15000.0,15.48,2322.45,1056.46,85.62,63,42
42,40571.89,26.5,236512.01,2485.11,77.76,66,24
53,15000.0,29.85,147736.1,876.93,83.54,64,11
45,18025.66,25.65,115577.76,1116.88,77.13,65,20
42,15000.0,18.95,62544.75,1013.09,82.5,65,23
36,15000.0,7.43,17841.96,1157.07,87.1,67,31
50,24340.94,28.86,210759.23,1442.97,79.01,66,16
38,26071.43,26.5,124366.09,1596.85,81.53,64,26
44,15000.0,26.04,93726.98,924.56,77.33,64,20
25,54425.07,14.8,40262.16,3864.39,85.05,65,40
57,15000.0,16.18,89795.03,1047.76,82.73,66,9
43,23500.7,7.99,43195.58,1801.89,78.8,63,20
62,23803.21,28.45,284392.85,1419.33,84.1,61,0
47,25128.08,28.58,193909.18,1495.52,81.88,64,17
32,34189.18,11.36,46610.92,2525.41,84.51,62,30
30,15000.0,22.4,33600.29,970.0,77.38,63,33
54,15000.0,10.09,51444.94,1123.91,80.38,65,11
53,23757.03,14.82,116214.98,1686.28,82.69,63,10
36,51613.49,12.56,103718.63,3760.92,85.44,61,25
49,16466.61,14.74,70387.09,1169.96,77.12,65,16
38,20006.22,12.72,45821.79,1455.05,82.57,64,26
47,31657.46,13.63,116522.14,2278.49,86.96,64,17
27,15000.0,24.78,26015.33,940.29,82.31,64,37
56,22275.06,12.5,100243.2,1624.21,80.41,65,9
47,20898.5,25.37,143137.88,1299.76,79.31,62,15
30,16242.53,19.2,31182.5,1093.69,79.39,63,33
30,28325.57,24.51,69429.15,1781.89,83.12,66,36
31,64760.92,27.97,199266.07,3887.15,75.0,65,34
50,24025.14,8.46,60980.29,1832.7,79.26,63,13
23,15000.0,13.6,6118.77,1080.03,84.09,64,41
49,15000.0,6.39,27791.88,1170.14,85.73,62,13
34,46150.11,15.17,98031.39,3262.32,77.32,63,29
33,19540.21,10.94,27777.57,1450.29,78.86,66,33
39,15000.0,19.29,54982.1,1008.85,82.37,64,25
45,32121.29,24.58,197423.45,2018.7,85.11,65,20
30,16005.16,17.16,27463.49,1104.9,80.15,63,33
35,22415.96,13.34,44856.23,1618.8,81.37,63,28
48,15000.0,8.81,37018.42,1139.83,83.69,67,19
60,17871.63,5.67,40538.26,1404.85,76.23,66,6
58,21696.88,21.95,180949.53,1411.25,90.0,66,8
27,20943.94,5.76,8449.94,1644.73,82.41,64,37
34,26564.31,28.02,104210.08,1593.39,80.25,65,31
50,24357.71,19.86,145092.16,1626.78,87.7,64,14
60,15000.0,13.83,82994.3,1077.1,82.64,67,7
32,51169.99,6.05,37136.15,4006.28,81.13,63,31
48,20365.85,15.34,87459.24,1436.86,83.86,67,19
34,15000.0,26.68,56033.23,916.47,82.21,66,32
21,15000.0,29.25,4386.84,884.43,78.92,64,43
24,22870.23,7.12,6516.38,1770.09,87.34,63,39
38,15000.0,24.43,65956.82,944.64,75.0,66,28
56,29331.07,11.46,120997.06,2164.17,79.97,66,10
52,22565.55,14.49,104602.51,1608.06,90.0,64,12
48,100000.0,18.69,523370.79,6775.68,82.53,63,15
48,15000.0,29.87,125446.52,876.65,75.0,64,16
58,37378.22,10.22,145167.33,2796.5,87.65,64,6
52,15000.0,8.26,39659.81,1146.72,80.58,66,14
28,33372.2,19.87,53060.26,2228.31,76.7,67,39
45,44871.62,26.33,295325.06,2754.88,87.27,65,20
40,18542.22,21.21,78639.04,1217.52,87.49,66,26
53,15296.81,13.69,69103.4,1100.23,89.14,64,11
50,20367.77,29.42,179793.82,1197.89,77.16,65,15
57,15191.59,29.88,167928.54,887.75,81.3,62,5
36,49281.68,24.27,191340.87,3110.24,80.54,66,30
45,19954.5,25.06,125017.01,1246.15,77.34,64,19
58,27440.24,24.02,250474.36,1737.4,84.86,62,4
62,27845.98,11.44,133812.19,2055.0,87.47,67,5
30,34409.72,8.76,30131.23,2616.38,79.72,67,37
25,17570.82,18.86,16568.26,1188.1,82.78,63,38
28,32328.1,28.85,74622.7,1916.69,82.72,64,36
53,42221.57,26.96,375599.39,2569.98,87.42,67,14
57,20376.98,7.67,57839.09,1567.81,82.04,66,9
21,15000.0,6.42,963.72,1169.69,82.16,67,46
51,43664.79,26.84,363366.34,2661.94,86.58,65,14
27,24024.28,20.33,34181.18,1595.1,82.62,63,36
43,22072.75,12.61,64007.59,1607.48,79.16,63,20
44,30895.98,19.04,141213.43,2084.34,76.53,65,21
34,45007.78,10.54,66424.29,3355.27,78.91,67,33
43,19712.55,28.67,130003.76,1171.68,83.21,65,22
29,41267.1,25.68,95376.3,2555.81,75.5,61,32
28,22835.04,29.06,53079.51,1350.01,83.37,65,37
28,30088.6,9.68,23292.02,2264.76,75.0,65,37
23,16261.07,26.09,12728.4,1001.52,77.02,65,42
52,19401.15,19.01,118003.3,1309.46,85.26,65,13
24,37886.05,13.12,19889.87,2742.8,79.78,63,39
58,15000.0,16.99,96852.03,1037.61,83.15,62,4
22,31264.04,28.61,17889.03,1859.96,81.72,66,44
29,26629.12,22.29,53411.86,1724.54,89.79,63,34
21,50539.55,14.0,7074.47,3622.09,82.68,62,41
31,36426.4,30.0,120197.06,2124.95,76.89,64,33
49,24062.91,13.64,95208.18,1731.66,85.04,66,17
46,15000.0,25.34,98837.68,933.21,76.73,62,16
47,16476.81,24.61,109480.94,1035.16,86.96,63,16
58,19663.9,23.07,172409.23,1260.57,85.97,64,6
49,46444.45,21.74,292758.58,3029.11,83.48,63,14
53,32872.23,7.72,83708.8,2527.97,85.78,66,13
48,15000.0,29.87,125470.37,876.58,87.87,65,17
51,26941.0,9.03,75383.12,2042.44,81.86,66,15
39,17511.56,19.9,66222.35,1168.85,82.85,63,24
46,15948.04,11.23,46559.68,1179.77,83.21,65,19
49,30160.38,9.22,80637.92,2281.65,78.34,66,17
31,20492.09,18.99,42798.33,1383.44,79.12,62,31
61,15000.0,25.91,159337.92,926.14,82.29,61,0
52,33305.11,14.42,153721.89,2375.11,81.97,65,13
41,23765.75,6.93,34582.42,1843.25,83.27,65,24
58,18339.69,20.59,143521.12,1213.57,79.53,64,6
54,46454.81,24.16,381610.3,2935.91,75.0,61,7
60,37498.72,12.4,186025.34,2737.34,89.35,64,4
42,23407.2,22.26,114654.14,1516.3,75.03,65,23
47,15000.0,6.89,27923.77,1163.82,86.07,66,19
28,38378.86,14.04,43093.96,2749.34,80.48,64,36
60,17297.02,16.85,116604.63,1198.49,83.0,65,5
51,20354.65,24.55,154903.29,1279.81,85.31,65,14
21,18932.52,13.45,2547.1,1365.45,79.72,64,43
59,15000.0,16.34,95603.59,1045.72,75.16,63,4
54,27618.83,20.71,194464.44,1824.94,87.0,63,9
44,15000.0,20.6,74167.2,992.48,85.34,66,22
48,26912.43,17.94,135216.68,1840.27,82.36,64,16
24,15000.0,13.21,7927.12,1084.85,86.12,65,41
38,17550.34,21.75,68703.63,1144.46,83.64,64,26
49,26438.02,25.93,198797.2,1631.91,81.73,66,17
43,23430.16,8.85,47667.04,1779.81,81.0,64,21
57,30057.04,13.51,150263.29,2166.32,75.0,67,10
47,31213.64,21.72,183038.39,2036.2,83.34,63,16
36,42880.14,23.89,163935.16,2719.52,76.92,62,26
47,22018.26,24.54,145867.76,1384.65,84.2,64,17
29,40275.14,21.33,77322.7,2640.31,80.54,67,38
25,18747.16,16.96,15894.55,1297.35,75.0,67,42
28,32497.91,21.14,54973.44,2135.52,81.68,63,35
38,38629.9,8.38,58242.32,2949.52,79.75,65,27
55,38557.23,10.19,137568.73,2885.56,88.89,65,10
26,15000.0,28.19,25369.45,897.65,75.0,63,37
63,15000.0,28.05,180950.07,899.32,77.85,63,0
43,29072.28,23.1,154441.62,1863.12,76.11,64,21
46,22054.19,13.18,75553.39,1595.69,85.95,66,20
59,25341.74,21.22,209733.04,1663.66,83.06,63,4
44,23059.54,22.19,122832.42,1495.13,85.74,64,20
30,18590.02,17.88,33235.01,1272.21,76.43,64,34
35,29327.82,23.71,104318.24,1864.44,77.18,67,32
58,26094.28,5.74,56939.39,2049.66,82.29,64,6
40,20901.96,11.41,47679.53,1543.16,90.0,61,21
49,22347.48,24.86,161120.1,1399.3,84.72,65,16
26,29984.85,28.47,51215.65,1787.41,77.61,66,40
29,16365.16,26.9,39623.28,996.88,83.09,66,37
25,15000.0,22.91,17184.25,963.6,84.98,66,41
59,15000.0,9.14,53453.91,1135.78,75.2,64,5
39,17080.92,14.22,46142.69,1221.03,80.72,61,22
25,46268.75,6.26,14471.29,3614.54,81.1,66,41
40,23538.31,21.0,98844.65,1549.67,90.0,67,27
31,15685.47,16.25,28031.88,1094.76,82.48,63,32
47,24371.05,19.33,127164.02,1638.44,90.0,62,15
49,15000.0,29.48,128254.63,881.45,78.26,63,14
27,20072.04,15.06,21154.76,1420.83,84.74,66,39
23,17940.02,12.67,6817.79,1305.62,75.07,62,39
25,15000.0,8.77,6573.84,1140.44,85.08,66,41
33,38048.44,8.59,42489.9,2898.33,80.07,62,29
36,18245.74,17.96,52443.62,1247.33,80.38,61,25
32,21607.22,23.73,61530.54,1373.31,85.56,67,35
59,31207.29,19.11,232603.82,2103.59,86.07,66,7
47,26262.37,26.83,190263.66,1601.3,83.52,65,18
53,22893.34,12.9,97432.85,1661.74,90.0,63,10
35,19554.83,19.88,58301.25,1305.67,82.34,63,28
41,31700.75,21.53,143335.55,2072.94,83.64,61,20
64,21947.11,12.02,116047.39,1609.14,83.32,65,1
37,23673.04,14.91,59994.41,1678.66,85.51,65,28
57,38424.08,19.77,281118.03,2568.86,82.12,64,7
35,39527.92,5.52,32748.48,3112.06,76.89,64,29
40,25193.98,27.17,136880.27,1529.16,83.89,65,25
39,23209.23,7.78,34292.9,1783.7,75.0,67,28
21,30574.14,6.19,1892.22,2390.16,86.28,64,43
24,19422.2,10.38,8060.9,1450.58,87.86,64,40
23,19447.69,17.56,10243.85,1336.09,79.57,65,42
28,21346.81,13.22,22572.0,1543.78,79.4,64,36
61,15000.0,16.0,98422.39,1049.95,75.0,67,6
64,71767.86,7.11,224416.81,5555.62,81.73,66,2
25,18036.45,10.83,9764.59,1340.29,83.92,65,40
29,27828.49,7.44,18637.76,2146.47,83.66,65,36
21,21840.79,10.74,2346.28,1624.54,83.35,67,46
63,31069.33,22.58,301700.99,2004.42,80.68,66,3
50,18178.04,19.38,105699.5,1221.23,86.55,65,15
27,24548.47,13.35,22939.3,1772.62,77.17,67,40
42,15000.0,11.53,38051.25,1105.87,77.29,65,23
40,40420.81,29.94,242025.23,2359.96,75.25,63,23
49,30662.02,24.2,215156.61,1936.9,78.72,62,13
47,15000.0,25.55,103481.97,930.61,76.28,64,17
45,22182.72,5.66,31383.65,1743.95,75.0,65,20
55,15000.0,6.49,34070.77,1168.88,78.39,66,11
47,15000.0,22.82,92402.22,964.81,86.06,62,15
31,34908.74,9.8,37615.57,2624.09,83.45,65,34
37,15000.0,15.64,39885.53,1054.48,85.14,64,27
51,37146.68,9.6,110596.48,2798.25,84.64,67,16
38,26619.47,9.43,45168.54,2009.18,80.38,64,26
39,21161.54,7.73,31067.58,1627.2,80.86,65,26
58,34164.63,19.86,257788.24,2281.73,78.41,65,7
49,85084.61,23.48,579420.64,5425.38,83.24,62,13
35,15000.0,6.42,14447.51,1169.74,90.0,67,32
27,51367.27,11.89,42748.65,3771.69,75.48,63,36
57,35710.63,21.46,283539.09,2337.28,86.99,64,7
57,15484.69,14.81,84839.4,1099.31,79.33,65,8
27,28635.26,22.62,45334.35,1846.58,89.27,62,35
42,15000.0,23.98,79136.33,950.24,83.84,65,23
32,17217.72,5.81,11998.72,1351.49,79.13,64,32
28,15000.0,14.52,17425.79,1068.48,80.82,62,34
38,15000.0,23.23,62716.88,959.64,85.58,66,28
48,26658.12,14.46,107936.39,1900.27,90.0,65,17
38,27864.57,5.15,25809.54,2202.56,86.03,64,26
51,27710.75,13.41,115175.53,1999.62,79.78,62,11
37,30275.37,26.82,138018.59,1846.39,84.44,65,28
43,23370.42,28.8,154797.42,1386.67,89.99,64,21
31,30920.59,19.01,64667.97,2086.81,84.32,67,36
35,37667.33,12.66,71524.63,2741.59,81.35,65,30
50,24914.43,16.65,124459.57,1730.48,75.0,63,13
51,17726.43,10.91,59925.57,1316.11,88.15,65,14
26,20482.14,9.2,11310.0,1549.76,81.35,65,39
32,15000.0,17.34,31209.09,1033.27,78.46,66,34
43,33714.96,23.42,181586.53,2151.66,85.66,67,24
59,15000.0,10.56,61785.48,1117.98,85.86,67,8
60,20339.51,27.74,225674.48,1224.8,77.38,66,6
56,29277.3,9.21,97026.4,2215.18,78.23,65,9
55,15000.0,18.96,99541.52,1013.0,84.81,63,8
23,15000.0,24.41,10984.31,944.88,88.04,64,41
62,15000.0,10.33,65108.69,1120.82,80.35,64,2
48,19107.5,12.41,66400.7,1394.67,80.96,62,14
35,15000.0,6.29,14145.99,1171.41,78.55,63,28
33,34145.12,28.6,126945.85,2031.67,88.16,67,34
39,15000.0,17.17,48946.77,1035.32,85.28,66,27
60,28690.95,6.61,75831.96,2232.93,76.43,64,4
38,15000.0,25.75,69533.56,928.09,90.0,63,25
51,15000.0,19.23,89436.26,1009.58,90.0,65,14
57,15000.0,6.38,35420.75,1170.22,75.0,63,6
41,37709.48,16.27,128861.09,2631.1,83.74,63,22
59,15000.0,15.86,92781.44,1051.75,75.0,62,3
25,38986.13,8.65,16865.49,2967.75,80.52,64,39
37,24375.31,15.51,64267.55,1716.24,75.0,65,28
39,16997.35,12.07,38980.58,1245.48,89.35,63,24
24,15000.0,22.5,13499.13,968.77,80.16,63,39
46,57080.38,5.14,76242.13,4512.33,87.05,64,18
44,16412.93,7.66,30171.15,1262.98,82.86,64,20
59,16447.16,27.97,179386.34,987.29,90.0,66,7
58,45505.26,15.83,273789.96,3191.69,75.95,65,7
39,49721.98,9.4,88846.44,3753.82,75.0,65,26
50,20537.89,24.83,152990.79,1286.52,79.11,65,15
46,39819.72,26.29,272181.78,2445.93,80.13,64,18
31,16215.68,10.28,18337.31,1212.39,75.0,64,33
59,67743.66,22.84,603433.45,4355.92,84.15,66,7
23,15000.0,20.38,9170.28,995.27,83.91,66,43
42,15000.0,23.63,77967.18,954.67,88.67,63,21
37,42462.19,24.7,178280.4,2664.59,87.17,67,30
31,19060.35,21.52,45126.79,1246.49,79.5,67,36
59,43742.78,28.91,493117.36,2591.56,76.21,67,8
47,17446.66,26.61,125328.58,1067.07,75.0,64,17
63,30626.83,10.72,141233.91,2278.53,81.01,66,3
49,15576.27,27.84,125752.73,936.66,80.93,65,16
32,21207.89,13.99,35603.63,1520.08,83.93,63,31
33,15000.0,23.16,45168.92,960.46,75.0,66,33
31,21505.62,26.2,61979.82,1322.59,82.7,64,33
51,15000.0,15.91,73978.06,1051.13,84.64,63,12
31,62085.97,6.29,42941.67,4848.52,78.76,67,36
61,18763.24,28.74,221106.55,1114.2,84.82,67,6
63,15000.0,6.81,43937.41,1164.85,80.8,67,4
56,31129.8,13.7,153562.87,2238.68,87.92,67,11
22,15000.0,19.91,5973.35,1001.11,89.17,65,43
43,34149.05,7.94,62350.56,2619.85,82.14,65,22
56,16664.69,25.96,155712.48,1028.28,86.3,67,11
34,21614.95,10.09,30519.82,1619.58,75.24,62,28
57,20032.87,29.65,219771.31,1174.43,79.63,66,9
47,19401.79,27.91,146210.47,1165.55,83.84,65,18
32,22722.64,20.11,54844.92,1512.69,79.76,67,35
49,15809.87,21.5,98575.68,1034.23,80.61,65,16
26,15000.0,18.34,16506.15,1020.75,77.13,63,37
64,22458.39,14.78,146027.66,1594.96,90.0,66,2
43,18054.09,13.79,57273.39,1297.0,77.22,65,22
30,15000.0,27.29,40937.06,908.86,85.86,62,32
54,29945.56,19.42,197678.65,2010.96,79.47,61,7
64,21847.2,25.58,245917.15,1354.85,85.11,65,1
32,15000.0,17.85,32133.2,1026.85,78.86,63,31
52,19558.02,12.68,79331.22,1423.24,80.23,67,15
46,20490.68,7.29,38859.28,1583.01,84.02,63,17
27,15000.0,13.09,13747.04,1086.34,85.03,65,38
52,100000.0,27.0,864094.01,6083.09,86.39,64,12
53,21940.86,22.8,165075.97,1411.55,82.14,64,11
38,19732.86,24.65,87539.57,1239.13,87.37,63,25
55,74491.55,24.34,634485.48,4696.95,83.16,65,10
40,27675.22,8.0,44276.54,2121.78,81.25,65,25
51,40310.7,8.97,112110.88,3057.85,86.23,65,14
25,23089.87,12.93,14928.73,1675.34,82.54,67,42
52,22745.38,12.53,91168.71,1658.03,83.19,65,13
62,15000.0,6.65,41907.76,1166.85,77.06,66,4
39,30774.54,8.84,51670.14,2337.92,78.79,64,25
21,55511.58,26.41,14658.25,3404.44,84.04,64,43
27,48462.8,19.73,66918.81,3241.91,77.59,61,34
42,15000.0,13.56,44738.35,1080.54,82.14,62,20
54,55814.03,18.16,344655.12,3806.43,75.0,64,10
30,15000.0,11.53,17299.25,1105.84,90.0,63,33
62,15000.0,19.6,123455.16,1005.05,85.37,66,4
46,15000.0,6.87,26776.51,1164.18,79.75,65,19
52,18114.84,27.57,159794.74,1093.44,89.54,67,15
62,15000.0,11.01,69370.34,1112.36,77.54,67,5
47,22615.08,25.48,155563.68,1404.45,79.19,67,20
32,19345.6,21.5,49911.59,1265.53,84.54,64,32
60,22488.49,18.08,162593.38,1535.31,86.66,64,4
43,17188.58,28.24,111662.66,1027.81,79.14,64,21
34,15000.0,8.92,18732.69,1138.5,84.29,67,33
54,19337.24,7.98,52478.52,1482.81,83.68,64,10
37,40546.39,13.05,89928.06,2938.04,81.87,62,25
26,15000.0,25.76,23179.98,928.06,79.29,63,37
47,15000.0,5.88,23814.15,1176.5,86.21,64,17
28,27651.62,10.99,24300.56,2051.17,75.0,65,37
53,15000.0,15.62,77306.9,1054.78,82.7,65,12
55,24659.21,22.82,196983.57,1585.93,78.58,66,11
37,27502.18,12.48,58361.85,2005.76,81.39,65,28
46,16622.1,16.2,70024.43,1160.74,78.53,64,18
27,15140.46,13.42,14224.28,1092.37,75.97,61,34
44,15000.0,7.3,26285.42,1158.73,78.77,65,21
45,15000.0,23.47,88000.87,956.66,79.23,62,17
55,29257.29,16.53,169313.96,2034.98,80.84,64,9
46,33494.21,25.31,220436.38,2084.66,81.94,67,21
25,22738.99,22.37,25430.52,1471.07,85.13,65,40
58,16200.11,6.45,39678.04,1263.0,89.41,63,5
55,22848.82,17.5,139964.22,1570.82,82.34,66,11
50,15000.0,29.77,133971.26,877.86,76.78,64,14
45,24089.89,12.7,76465.86,1752.6,85.88,65,20
44,31998.08,17.32,133039.95,2204.56,83.33,65,21
50,17453.97,21.3,111535.15,1144.68,77.01,66,16
40,15000.0,10.06,30169.92,1124.29,82.38,62,22
23,17259.9,22.56,11682.89,1113.8,85.38,67,44
52,37939.78,21.49,260957.93,2482.07,77.77,62,10
28,88935.35,14.37,102268.62,6345.98,79.18,62,34
43,30463.72,12.11,84857.48,2231.19,82.38,64,21
36,21235.33,27.98,95058.05,1274.52,80.55,64,28
55,15000.0,8.18,42921.84,1147.81,75.0,62,7
45,15000.0,15.8,59252.89,1052.49,90.0,63,18
35,27277.76,24.17,98914.3,1723.62,78.99,64,29
28,15000.0,8.7,10444.11,1141.21,78.5,66,38
54,36726.07,28.32,353667.76,2193.67,80.11,62,8
45,16290.61,18.16,73944.33,1111.07,81.44,62,17
64,44870.33,17.62,347878.4,3080.33,83.55,66,2
39,17949.83,15.61,53226.96,1262.37,76.6,64,25
63,38821.14,26.69,445476.11,2371.77,88.23,64,1
33,30838.18,28.71,115101.51,1832.02,75.0,64,31
32,33639.85,14.5,58540.21,2396.79,79.72,64,32
35,21284.48,18.56,59255.47,1444.51,85.77,66,31
43,15801.95,12.89,46831.97,1147.15,85.46,61,18
60,36488.5,14.2,207260.81,2608.92,75.0,64,4
22,53990.89,5.71,6163.97,4242.41,81.64,63,41
60,15000.0,24.65,147890.32,941.9,82.22,64,4
43,27938.88,29.23,187851.69,1647.62,83.12,62,19
25,27885.92,24.24,33795.17,1760.57,78.93,64,39
54,23930.31,17.96,146089.71,1636.13,80.68,65,11
30,45051.61,25.69,115727.45,2789.91,84.54,65,35
47,15000.0,26.45,107110.25,919.41,85.69,66,19
62,38146.25,18.61,298207.81,2587.17,75.0,66,4
24,19174.21,28.43,21804.1,1143.6,84.28,65,41
24,15000.0,5.75,3452.55,1178.07,83.71,64,40
28,15000.0,5.25,6302.88,1184.34,86.19,62,34
26,22423.06,7.04,9466.77,1737.11,77.64,61,35
45,40539.87,6.45,65334.48,3160.54,84.18,62,17
47,37822.51,15.62,159464.42,2659.7,75.0,67,20
60,23218.06,28.51,264760.41,1383.25,80.13,66,6
40,15000.0,21.88,65641.77,976.49,80.36,64,24
47,15000.0,21.49,87019.6,981.42,82.39,64,17
27,27180.8,14.62,27820.93,1933.87,85.62,66,39
43,21565.78,18.34,90989.42,1467.48,76.52,65,22
40,35792.03,12.6,90227.18,2606.72,88.0,64,24
54,18656.75,17.95,113836.42,1275.72,75.0,64,10
49,15000.0,23.67,102949.37,954.17,75.0,63,14
64,19166.1,18.97,159952.92,1294.23,86.7,67,3
25,21882.83,15.47,16928.33,1541.43,82.52,64,39
47,15000.0,26.12,105798.36,923.46,90.0,66,19
32,27902.33,12.19,40802.37,2041.84,85.83,65,33
37,23655.49,17.04,68513.86,1635.44,82.06,66,29
57,35366.34,29.45,385417.51,2079.14,79.54,64,7
54,32532.73,29.18,322797.32,1919.89,78.86,66,12
50,37859.85,5.16,58574.29,2992.28,83.84,66,16
56,51039.2,18.31,336353.44,3474.67,79.09,62,6
26,23618.36,13.42,19021.73,1704.01,83.25,62,36
52,15000.0,12.28,58946.86,1096.49,78.62,67,15
52,33881.38,19.91,215824.96,2261.4,83.01,62,10
29,40117.59,16.16,58338.38,2802.96,89.7,65,36
42,19659.08,23.32,100863.47,1256.2,84.77,66,24
30,15000.0,5.68,8517.53,1179.02,79.66,62,32
49,37046.43,28.17,302667.78,2217.47,83.75,66,17
31,21814.44,19.19,46047.7,1469.02,83.38,64,33
48,15000.0,22.1,92827.0,973.73,83.03,63,15
22,19269.31,20.11,7751.91,1282.78,83.92,65,43
41,21972.44,29.73,137172.63,1286.7,86.54,66,25
51,19266.1,29.66,177128.93,1129.36,87.37,65,14
61,17107.06,20.25,142012.32,1136.95,82.01,67,6
37,35453.32,22.1,133192.59,2301.54,75.11,61,24
47,43285.49,20.46,239167.33,2868.95,82.42,66,19
50,57870.65,12.77,221650.79,4206.86,81.21,63,13
61,15000.0,9.82,60364.33,1127.31,84.75,63,2
28,42209.07,15.07,50884.14,2987.38,75.95,65,37
57,24232.47,22.07,197870.29,1573.72,84.5,63,6
25,26579.49,6.4,8504.68,2073.21,82.64,63,38
46,40425.03,17.86,187692.75,2767.17,77.13,67,21
26,21483.76,15.21,19605.99,1518.01,75.0,67,41
36,20105.31,18.19,58505.22,1370.73,86.35,61,25
21,15572.07,26.51,4127.48,953.72,77.05,65,44
29,15000.0,6.19,8356.84,1172.62,75.0,63,34
41,16055.22,24.09,81223.79,1015.62,79.18,67,26
27,23993.78,21.67,36400.78,1566.14,87.86,64,37
63,21479.5,10.1,93250.35,1609.24,82.98,64,1
35,18209.36,23.35,63790.83,1163.05,84.22,65,30
44,18492.51,17.41,77266.0,1272.76,81.76,62,18
25,37259.86,17.03,31718.61,2576.34,83.51,62,37
58,24048.24,17.08,156053.13,1661.8,80.98,64,6
49,15000.0,28.73,124979.2,890.86,79.65,67,18
31,22673.46,28.61,71353.44,1348.9,78.8,66,35
24,29972.88,27.84,33378.04,1802.36,80.47,67,43
30,35533.18,27.17,96538.51,2156.61,90.0,62,32
54,29204.26,5.94,58977.96,2289.13,84.85,67,13
24,33666.78,15.01,20220.09,2384.31,77.71,66,42
30,28368.36,27.37,77649.67,1716.95,75.35,64,34
53,15000.0,23.88,118196.91,951.52,81.55,67,14
38,20330.12,16.42,60074.87,1416.05,75.0,66,28
32,21054.52,24.33,61474.14,1327.64,86.53,66,34
43,61064.24,10.2,143321.95,4569.4,75.0,66,23
64,32198.93,19.99,283279.5,2146.73,80.44,66,2
45,19044.36,18.32,87246.78,1296.21,75.0,67,22
57,15000.0,19.34,107329.65,1008.27,84.24,62,5
24,18545.43,23.04,17095.1,1189.31,78.21,67,43
33,15000.0,28.75,56052.85,890.69,85.52,67,34
38,65507.62,11.6,136783.38,4825.71,75.0,64,26
49,21858.95,23.95,151829.39,1385.29,87.65,63,14
64,33270.12,21.13,309297.38,2186.72,83.76,64,0
50,28500.25,22.38,191338.93,1843.52,81.83,66,16
58,30597.3,15.72,182810.84,2148.87,77.79,65,7
48,15000.0,28.61,120180.75,892.32,80.45,63,15
27,42986.3,16.99,51127.84,2973.53,85.59,64,37
44,21074.93,8.04,40665.16,1615.05,77.82,67,23
